url,favs_lognorm
https://habrahabr.ru/post/314080/,0.42478634817873356
https://habrahabr.ru/company/plesk/blog/313732/,-1.0750633647783379
https://habrahabr.ru/company/etagi/blog/314000/,0.6625999213563973
https://habrahabr.ru/company/knopka/blog/314030/,0.5189931301606245
https://geektimes.ru/company/audiomania/blog/282058/,1.1469609444830369
https://habrahabr.ru/company/pechkin/blog/314066/,0.26884813491823556
https://habrahabr.ru/company/first/blog/314106/,0.5403606395275479
https://habrahabr.ru/company/vasexperts/blog/313558/,0.24041175146254823
https://habrahabr.ru/post/314108/,1.6614704325842347
https://habrahabr.ru/company/cbs/blog/313830/,0.24705998136647211
https://habrahabr.ru/company/jugru/blog/313908/,0.22556389130737936
https://habrahabr.ru/post/314110/,0.36121697025616323
https://habrahabr.ru/company/pt/blog/314112/,0.01771044073598888
https://habrahabr.ru/company/solarsecurity/blog/312056/,0.07320363930916213
https://habrahabr.ru/post/314114/,0.7952029838278943
https://habrahabr.ru/post/314118/,1.3190101728951733
https://habrahabr.ru/post/314122/,0.5203440554994734
https://geektimes.ru/company/dadget/blog/281786/,0.13043832888267834
https://habrahabr.ru/company/kickidler/blog/314042/,-0.4434881373447998
https://habrahabr.ru/company/it-grad/blog/312042/,-0.10924957657513738
https://habrahabr.ru/company/1cloud/blog/314022/,-0.2452739344588431
https://habrahabr.ru/post/314126/,-0.6535008659575046
https://habrahabr.ru/post/313966/,0.44565800765753083
https://habrahabr.ru/company/piter/blog/314120/,0.46000357983063306
https://geektimes.ru/post/282094/,0.1455809664011579
https://habrahabr.ru/company/regionsoft/blog/314130/,-0.33685884548079253
https://habrahabr.ru/company/ru_mts/blog/314134/,0.3705795786544621
https://habrahabr.ru/post/314028/,0.6564372972565801
https://habrahabr.ru/post/314136/,-0.149373770051893
https://habrahabr.ru/post/313904/,0.2948458113837336
https://habrahabr.ru/post/314140/,0.5875318181263695
https://habrahabr.ru/company/acronis/blog/309688/,0.0015826893823253363
https://geektimes.ru/post/282096/,-0.4087222458018963
https://habrahabr.ru/post/314142/,0.0612569269226963
https://habrahabr.ru/company/ivideon/blog/314138/,0.19400833981129512
https://geektimes.ru/post/282104/,0.3337095070594151
https://geektimes.ru/post/282102/,-0.29605932789843437
https://geektimes.ru/post/282016/,-0.06614319379821892
https://geektimes.ru/company/piter/blog/282106/,0.324626116736902
https://habrahabr.ru/post/314150/,0.28286113821520104
https://habrahabr.ru/company/mailru/blog/313880/,1.2700305738591093
https://geektimes.ru/company/comfortway/blog/282108/,-0.09543953484950334
https://habrahabr.ru/company/erlyvideo/blog/314146/,-0.18083603489984906
https://geektimes.ru/company/atlasbiomed/blog/282110/,0.30277489150759307
https://habrahabr.ru/company/npl/blog/314160/,0.08613585487799177
https://habrahabr.ru/company/edison/blog/314094/,-0.22271363070717393
https://geektimes.ru/post/282112/,-0.5171197611655554
https://habrahabr.ru/company/ruvds/blog/314166/,0.43319878438594833
https://geektimes.ru/company/gearbest/blog/282114/,0.05898017726315494
https://habrahabr.ru/post/314172/,0.8733500399781233
